InvoiceNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV101559,Shampoo,1,2023-02-12,4.19,15877,USA
INV101559,Ice Cream,5,2023-02-12,0.6,19715,India
INV101559,Chocolate,1,2023-02-12,12.63,17074,United Kingdom
INV101559,Soap,3,2023-02-12,12.49,12150,Germany
INV101559,Toothpaste,5,2023-02-12,14.88,13607,France
INV101559,Biscuits,3,2023-02-12,14.41,14833,France
INV101559,Chicken,5,2023-02-12,13.25,10740,France
INV101560,Biscuits,4,2023-06-30,9.19,11446,United Kingdom
INV101560,Ice Cream,2,2023-06-30,11.89,19706,USA
INV101560,Chocolate,-2,2023-06-30,0.77,15004,France
INV101561,Beer,3,2023-08-28,5.21,11705,United Kingdom
INV101561,Chips,4,2023-08-28,0.51,19338,France
INV101562,Biscuits,1,2023-09-29,13.23,12750,Germany
INV101562,Ice Cream,1,2023-09-29,11.76,13300,India
INV101562,Chocolate,5,2023-09-29,9.13,16159,United Kingdom
INV101563,Shampoo,1,2023-01-04,2.38,18316,USA
INV101563,Soap,5,2023-01-04,9.01,13723,United Kingdom
INV101563,Toothpaste,4,2023-01-04,4.57,11733,United Kingdom
INV101563,Tissue,2,2023-01-04,11.09,19375,USA
INV101563,Bin Bags,4,2023-01-04,8.87,19738,Germany
INV101563,Detergent,4,2023-01-04,2.02,15379,India
INV101564,Chocolate,5,2023-01-25,13.29,15779,Germany
INV101564,Vegetables,5,2023-01-25,5.8,19188,USA
INV101564,Chicken,5,2023-01-25,6.25,11718,USA
INV101564,Rice,3,2023-01-25,11.75,19427,India
INV101564,Coffee,4,2023-01-25,10.6,10838,USA
INV101564,Biscuits,1,2023-01-25,9.85,17704,Germany
INV101565,Biscuits,3,2023-09-12,11.84,15122,India
INV101565,Ice Cream,3,2023-09-12,13.11,15074,France
INV101565,Chocolate,1,2023-09-12,12.82,10708,India
INV101566,Biscuits,2,2023-07-26,6.09,15625,France
INV101566,Ice Cream,2,2023-07-26,4.82,17404,France
INV101566,Chocolate,5,2023-07-26,2.08,16406,United Kingdom
INV101566,Water,3,2023-07-26,4.12,19498,USA
INV101567,Sugar,5,2023-04-18,11.24,17570,USA
INV101567,Flour,5,2023-04-18,14.51,15961,USA
INV101567,Milk,3,2023-04-18,7.03,13653,India
INV101567,Butter,3,2023-04-18,6.54,19046,United Kingdom
INV101567,Eggs,4,2023-04-18,7.42,15069,Germany
INV101568,Juice,4,2023-06-06,9.96,11603,India
INV101568,Chocolate,4,2023-06-06,14.38,11538,Germany
INV101568,Fruits,3,2023-06-06,10.04,10042,India
INV101568,Coffee,5,2023-06-06,8.25,16355,USA
INV101568,Biscuits,2,2023-06-06,2.65,13233,USA
INV101568,Yogurt,3,2023-06-06,4.6,13871,Germany
INV101569,Biscuits,5,2023-07-29,5.33,10708,Germany
INV101569,Ice Cream,2,2023-07-29,1.76,12264,India
INV101569,Chocolate,3,2023-07-29,3.34,17513,Germany
INV101570,Juice,1,2023-06-10,4.63,17380,Germany
INV101570,Yogurt,3,2023-06-10,9.12,10878,Germany
INV101570,Fruits,2,2023-06-10,14.54,14025,France
INV101571,Shampoo,3,2023-09-04,13.35,19587,Germany
INV101571,Chips,3,2023-09-04,5.05,15647,India
INV101571,Toothpaste,1,2023-09-04,13.74,12437,United Kingdom
INV101571,Beer,1,2023-09-04,6.46,17704,France
INV101571,Detergent,1,2023-09-04,3.32,15065,France
INV101572,Shampoo,1,2023-07-04,11.61,11765,USA
INV101572,Ice Cream,5,2023-07-04,4.11,19782,United Kingdom
INV101572,Chocolate,2,2023-07-04,7.43,10233,India
INV101572,Toothpaste,3,2023-07-04,0.93,16639,United Kingdom
INV101572,Biscuits,2,2023-07-04,2.95,12448,USA
INV101572,Detergent,2,2023-07-04,10.02,10432,France
INV101573,Cream,2,2023-07-17,10.23,14205,France
INV101573,Olive Oil,3,2023-07-17,5.2,15572,USA
INV101573,Milk,3,2023-07-17,1.24,16682,Germany
INV101573,Vegetables,3,2023-07-17,6.72,18187,India
INV101573,Chicken,4,2023-07-17,11.64,19924,France
INV101573,Yogurt,2,2023-07-17,3.87,12242,India
INV101574,Cheese,3,2023-07-29,10.34,16734,United Kingdom
INV101574,Pasta,1,2023-07-29,8.03,14000,India
INV101574,Olive Oil,5,2023-07-29,5.97,12328,India
INV101575,Bread,5,2023-10-16,6.94,15524,United Kingdom
INV101575,Chocolate,4,2023-10-16,2.01,19920,United Kingdom
INV101575,Milk,4,2023-10-16,9.83,17573,United Kingdom
INV101575,Butter,1,2023-10-16,14.36,11766,Germany
INV101575,Coffee,1,2023-10-16,1.31,19568,Germany
INV101575,Biscuits,3,2023-10-16,4.99,10543,India
INV101575,Eggs,4,2023-10-16,9.19,12680,United Kingdom
INV101576,Cheese,2,2023-07-15,10.45,13788,USA
INV101576,Pasta,1,2023-07-15,11.24,12581,USA
INV101576,Tomato Sauce,4,2023-07-15,11.86,19984,Germany
INV101577,Bread,4,2023-02-27,1.73,12839,India
INV101577,Butter,1,2023-02-27,13.06,19162,Germany
INV101577,Milk,2,2023-02-27,7.91,17590,India
INV101578,Cheese,5,2023-05-24,8.62,18044,USA
INV101578,Pasta,5,2023-05-24,13.39,12728,USA
INV101578,Tomato Sauce,2,2023-05-24,1.4,13170,Germany
INV101578,Vegetables,2,2023-05-24,10.55,18495,United Kingdom
INV101579,Cheese,1,2023-02-10,13.57,14238,India
INV101579,Pasta,4,2023-02-10,5.8,19496,France
INV101579,Tomato Sauce,2,2023-02-10,11.24,14435,India
INV101580,Bread,1,2023-07-29,9.88,14346,India
INV101580,Butter,2,2023-07-29,10.57,14211,France
INV101580,Milk,2,2023-07-29,5.75,13563,India
INV101581,Soap,5,2023-10-09,13.64,14274,United Kingdom
INV101581,Toothpaste,4,2023-10-09,0.55,19928,France
INV101581,Shampoo,4,2023-10-09,5.11,17669,India
INV101582,Chips,5,2023-01-28,7.08,12509,USA
INV101582,Sugar,3,2023-01-28,2.75,18559,United Kingdom
INV101582,Flour,5,2023-01-28,2.48,12402,India
INV101582,Milk,1,2023-01-28,10.76,16187,France
INV101582,Butter,1,2023-01-28,6.84,10021,France
INV101582,Beer,2,2023-01-28,13.05,11221,USA
INV101582,Eggs,4,2023-01-28,0.98,16343,India
INV101583,Pasta,4,2023-10-05,4.93,17732,USA
INV101583,Olive Oil,3,2023-10-05,9.72,12364,India
INV101583,Cheese,5,2023-10-05,8.09,12018,Germany
INV101583,Tissue,3,2023-10-05,2.44,15914,Germany
INV101583,Bin Bags,3,2023-10-05,10.25,14424,United Kingdom
INV101583,Detergent,4,2023-10-05,11.98,11388,USA
INV101583,Chips,5,2023-10-05,1.74,19115,France
INV101584,Bread,4,2023-10-12,0.52,18428,India
INV101584,Butter,4,2023-10-12,13.15,11683,France
INV101584,Milk,2,2023-10-12,1.07,17656,United Kingdom
INV101584,Tea,1,2023-10-12,7.33,14673,United Kingdom
INV101585,Cream,4,2023-05-26,9.16,17422,Germany
INV101585,Milk,3,2023-05-26,6.48,10879,France
INV101585,Vegetables,1,2023-05-26,1.83,19349,United Kingdom
INV101585,Rice,1,2023-05-26,10.31,10835,United Kingdom
INV101585,Chicken,4,2023-05-26,8.55,15932,United Kingdom
INV101585,Yogurt,2,2023-05-26,0.67,10787,Germany
INV101586,Shampoo,5,2023-06-28,3.05,11341,United Kingdom
INV101586,Chocolate,2,2023-06-28,9.49,17711,France
INV101586,Toothpaste,5,2023-06-28,11.96,17755,France
INV101586,Coffee,4,2023-06-28,10.28,15468,Germany
INV101586,Biscuits,5,2023-06-28,6.62,19748,India
INV101586,Detergent,3,2023-06-28,4.19,12736,France
INV101586,Olive Oil,2,2023-06-28,6.06,14225,Germany
INV101587,Vegetables,4,2023-01-29,4.73,16002,United Kingdom
INV101587,Chicken,2,2023-01-29,3.96,13764,India
INV101587,Olive Oil,4,2023-01-29,12.05,16479,USA
INV101587,Tomato Sauce,5,2023-01-29,6.99,18742,United Kingdom
INV101588,Soda,3,2023-12-13,5.48,11448,India
INV101588,Chips,3,2023-12-13,9.18,10760,France
INV101588,Chocolate,5,2023-12-13,4.82,16405,USA
INV101588,Detergent,5,2023-12-13,1.64,14470,USA
INV101589,Eggs,3,2023-11-10,7.8,12800,France
INV101589,Bread,1,2023-11-10,10.27,17277,France
INV101589,Butter,3,2023-11-10,5.3,19255,USA
INV101590,Cream,2,2023-10-23,5.1,17231,USA
INV101590,Yogurt,1,2023-10-23,1.91,11909,United Kingdom
INV101590,Milk,1,2023-10-23,13.71,18488,France
INV101590,Biscuits,1,2023-10-23,14.45,14100,India
INV101591,Beer,3,2023-12-13,9.15,12718,United Kingdom
INV101591,Chips,2,2023-12-13,5.68,19451,India
INV101592,Tissue,2,2023-03-02,9.94,18714,United Kingdom
INV101592,Bin Bags,1,2023-03-02,13.33,12421,India
INV101592,Detergent,3,2023-03-02,2.75,18115,Germany
INV101592,Beer,1,2023-03-02,5.36,15437,France
INV101593,Cheese,4,2023-10-07,13.86,18979,United Kingdom
INV101593,Pasta,5,2023-10-07,2.54,11052,France
INV101593,Tomato Sauce,4,2023-10-07,14.59,14184,USA
INV101594,Vegetables,3,2023-10-04,3.03,14061,India
INV101594,Fish,1,2023-10-04,7.49,18972,France
INV101594,Rice,4,2023-10-04,14.81,12953,United Kingdom
INV101595,Pasta,5,2023-05-15,1.19,14447,France
INV101595,Tomato Sauce,2,2023-05-15,9.51,12964,India
INV101595,Cheese,4,2023-05-15,13.03,17010,USA
INV101595,Beer,5,2023-05-15,8.02,17454,USA
INV101595,Chips,5,2023-05-15,8.11,17710,France
INV101596,Vegetables,4,2023-05-31,11.5,11134,Germany
INV101596,Fish,3,2023-05-31,0.56,12231,USA
INV101596,Rice,2,2023-05-31,6.53,10053,France
INV101597,Shampoo,1,2023-11-05,14.82,19526,Germany
INV101597,Soap,3,2023-11-05,5.96,14082,USA
INV101597,Toothpaste,5,2023-11-05,0.89,12509,France
INV101597,Beer,5,2023-11-05,4.65,14826,India
INV101597,Chips,5,2023-11-05,4.01,15725,India
INV101598,Bread,4,2023-03-02,2.47,12167,Germany
INV101598,Butter,1,2023-03-02,14.51,17624,United Kingdom
INV101598,Jam,4,2023-03-02,5.36,14134,USA
INV101599,Pasta,2,2023-01-16,10.75,17364,France
INV101599,Beef,2,2023-01-16,4.1,13492,India
INV101599,Tomato Sauce,2,2023-01-16,12.22,18061,United Kingdom
INV101599,Butter,5,2023-01-16,6.5,12653,France
INV101600,Soap,2,2023-06-02,12.99,11722,Germany
INV101600,Toothpaste,1,2023-06-02,3.54,10234,India
INV101600,Shampoo,5,2023-06-02,12.79,19135,India
INV101601,Cheese,4,2023-10-04,1.62,14895,France
INV101601,Eggs,5,2023-10-04,13.0,15428,USA
INV101601,Milk,4,2023-10-04,5.96,15794,India
INV101602,Juice,2,2023-06-16,9.61,19027,USA
INV101602,Yogurt,2,2023-06-16,5.41,11245,Germany
INV101602,Fruits,5,2023-06-16,10.72,16246,India
INV101602,Milk,5,2023-06-16,1.1,15178,USA
INV101603,Soda,5,2023-05-20,11.54,12877,USA
INV101603,Chips,5,2023-05-20,13.41,18726,France
INV101603,Chocolate,4,2023-05-20,13.31,15379,Germany
INV101604,Vegetables,2,2023-01-23,12.31,18853,USA
INV101604,Chicken,4,2023-01-23,1.82,12745,Germany
INV101604,Rice,2,2023-01-23,13.81,13407,India
INV101605,Tissue,4,2023-07-15,13.98,17873,USA
INV101605,Bin Bags,4,2023-07-15,2.47,18873,France
INV101605,Detergent,2,2023-07-15,7.33,18670,India
INV101606,Bread,4,2023-07-13,7.01,13710,France
INV101606,Butter,4,2023-07-13,14.56,10118,India
INV101606,Milk,2,2023-07-13,10.15,13728,Germany
INV101606,Toothpaste,3,2023-07-13,9.75,15684,France
INV101607,Vegetables,2,2023-09-03,14.33,12114,India
INV101607,Chicken,4,2023-09-03,9.84,10598,United Kingdom
INV101607,Rice,3,2023-09-03,5.29,15564,USA
INV101608,Juice,2,2023-07-02,11.75,13614,Germany
INV101608,Yogurt,2,2023-07-02,8.49,17342,United Kingdom
INV101608,Fruits,3,2023-07-02,10.78,14170,United Kingdom
INV101609,Pasta,4,2023-03-20,8.06,13652,USA
INV101609,Beef,4,2023-03-20,13.44,17506,United Kingdom
INV101609,Tomato Sauce,3,2023-03-20,2.01,16808,India
INV101610,Cream,3,2023-10-13,6.3,17540,Germany
INV101610,Yogurt,5,2023-10-13,6.17,15624,India
INV101610,Milk,5,2023-10-13,0.65,14563,USA
INV101610,Juice,3,2023-10-13,11.32,17065,India
INV101611,Cheese,1,2023-04-27,14.49,12671,France
INV101611,Pasta,5,2023-04-27,9.23,15771,USA
INV101611,Olive Oil,4,2023-04-27,13.81,17171,United Kingdom
INV101611,Tomato Sauce,1,2023-04-27,10.06,16934,Germany
INV101612,Coffee,5,2023-05-03,12.68,14571,Germany
INV101612,Biscuits,4,2023-05-03,4.48,17998,India
INV101612,Chocolate,1,2023-05-03,9.72,19742,France
INV101613,Bread,5,2023-04-16,7.92,11922,Germany
INV101613,Juice,5,2023-04-16,7.73,16159,Germany
INV101613,Fruits,5,2023-04-16,3.75,15830,India
INV101613,Yogurt,5,2023-04-16,9.56,15250,USA
INV101613,Butter,1,2023-04-16,1.05,10277,United Kingdom
INV101613,Eggs,3,2023-04-16,12.37,13386,India
INV101613,Chicken,3,2023-04-16,12.65,13239,France
INV101614,Shampoo,4,2023-07-26,2.9,17549,United Kingdom
INV101614,Bread,3,2023-07-26,13.93,15993,USA
INV101614,Tomato Sauce,4,2023-07-26,10.07,16030,India
INV101614,Cheese,5,2023-07-26,10.18,14846,France
INV101614,Soap,4,2023-07-26,5.44,15623,USA
INV101614,Toothpaste,5,2023-07-26,5.88,16026,United Kingdom
INV101615,Pasta,4,2023-06-25,2.44,11359,India
INV101615,Beef,1,2023-06-25,4.86,15972,France
INV101615,Tomato Sauce,1,2023-06-25,8.61,15652,Germany
INV101616,Pasta,2,2023-12-20,12.23,11010,India
INV101616,Tomato Sauce,5,2023-12-20,9.86,18202,Germany
INV101616,Chocolate,1,2023-12-20,6.22,15133,United Kingdom
INV101616,Beef,1,2023-12-20,9.35,13030,United Kingdom
INV101616,Coffee,3,2023-12-20,12.57,16131,India
INV101616,Biscuits,3,2023-12-20,10.8,15237,Germany
INV101617,Pasta,5,2023-01-31,13.28,17589,Germany
INV101617,Olive Oil,1,2023-01-31,7.94,18960,Germany
INV101617,Cheese,3,2023-01-31,14.29,13089,France
INV101617,Chocolate,2,2023-01-31,3.0,11500,Germany
INV101617,Coffee,3,2023-01-31,13.23,14681,United Kingdom
INV101617,Biscuits,2,2023-01-31,8.95,17151,Germany
INV101617,Chocolate,3,2023-01-31,9.84,10361,USA
INV101618,Bread,1,2023-05-09,5.74,12699,France
INV101618,Juice,4,2023-05-09,8.79,19551,USA
INV101618,Fruits,1,2023-05-09,10.76,14625,India
INV101618,Butter,5,2023-05-09,13.74,11450,Germany
INV101618,Yogurt,2,2023-05-09,13.61,15323,France
INV101618,Jam,4,2023-05-09,0.62,19071,USA
INV101618,Bin Bags,1,2023-05-09,14.34,11865,Germany
INV101619,Water,3,2023-06-04,12.12,16011,India
INV101619,Chips,1,2023-06-04,3.43,19843,USA
INV101619,Soda,4,2023-06-04,10.53,17564,India
INV101620,Shampoo,2,2023-10-07,2.18,11908,Germany
INV101620,Toothpaste,1,2023-10-07,11.71,11414,Germany
CINV101620,Beer,5,2023-10-07,1.71,13666,United Kingdom
INV101620,Detergent,1,2023-10-07,4.7,15002,USA
INV101620,Chips,1,2023-10-07,2.86,18612,USA
INV101621,Cream,1,2023-01-26,8.89,16752,France
INV101621,Yogurt,3,2023-01-26,2.79,11917,USA
INV101621,Milk,1,2023-01-26,10.3,19668,United Kingdom
INV101622,Pasta,5,2023-09-20,11.04,13389,United Kingdom
INV101622,Olive Oil,4,2023-09-20,14.41,13825,India
INV101622,Tea,4,2023-09-20,7.59,14921,United Kingdom
INV101622,Cheese,4,2023-09-20,1.73,13566,USA
INV101622,Sugar,5,2023-09-20,1.84,11886,USA
INV101622,Milk,4,2023-09-20,4.71,15260,United Kingdom
INV101622,Biscuits,1,2023-09-20,3.97,13374,Germany
INV101622,Chips,1,2023-09-20,11.57,14079,France
INV101623,Biscuits,1,2023-05-15,4.21,18507,India
INV101623,Ice Cream,4,2023-05-15,5.5,18125,India
INV101623,Chocolate,3,2023-05-15,11.39,12514,France
INV101623,Soap,4,2023-05-15,2.7,11232,India
INV101624,Coffee,4,2023-04-17,14.42,18254,United Kingdom
INV101624,Sugar,1,2023-04-17,9.96,10898,France
INV101624,Milk,4,2023-04-17,14.66,10507,Germany
INV101625,Sugar,1,2023-10-21,6.66,17563,United Kingdom
INV101625,Flour,1,2023-10-21,5.51,19953,France
INV101625,Milk,4,2023-10-21,13.75,16502,India
INV101625,Butter,5,2023-10-21,4.06,12243,Germany
INV101625,Eggs,2,2023-10-21,10.51,10971,United Kingdom
INV101626,Coffee,1,2023-09-10,11.83,19502,India
INV101626,Sugar,1,2023-09-10,4.48,10795,USA
INV101626,Milk,4,2023-09-10,3.37,12991,Germany
INV101627,Cheese,4,2023-06-02,5.4,18757,India
INV101627,Pasta,3,2023-06-02,4.64,18875,USA
INV101627,Olive Oil,5,2023-06-02,3.29,12803,Germany
INV101628,Pasta,4,2023-08-28,3.2,18595,France
INV101628,Beef,5,2023-08-28,12.66,12316,France
INV101628,Tomato Sauce,5,2023-08-28,14.21,14494,France
INV101628,Cling Film,3,2023-08-28,14.98,11844,Germany
INV101629,Cheese,1,2023-11-14,14.48,15092,USA
INV101629,Ice Cream,2,2023-11-14,11.79,13853,India
INV101629,Chocolate,4,2023-11-14,8.37,13378,USA
INV101629,Milk,4,2023-11-14,3.33,19217,Germany
INV101629,Biscuits,2,2023-11-14,14.32,18714,United Kingdom
INV101629,Eggs,1,2023-11-14,4.24,13856,India
INV101630,Soap,4,2023-05-11,13.53,14480,USA
INV101630,Toothpaste,4,2023-05-11,11.2,14354,United Kingdom
INV101630,Shampoo,4,2023-05-11,3.85,11447,Germany
INV101631,Shampoo,2,2023-01-20,8.84,17877,India
INV101631,Chocolate,1,2023-01-20,2.27,15871,USA
INV101631,Soap,3,2023-01-20,0.57,11694,United Kingdom
INV101631,Toothpaste,3,2023-01-20,4.17,11302,France
INV101631,Soda,4,2023-01-20,3.08,11847,France
INV101631,Chips,2,2023-01-20,10.69,11121,United Kingdom
INV101632,Cream,1,2023-08-01,12.97,16144,United Kingdom
INV101632,Yogurt,1,2023-08-01,7.99,12726,India
INV101632,Milk,1,2023-08-01,11.85,15598,France
INV101632,Chocolate,3,2023-08-01,6.0,15744,France
INV101633,Water,4,2023-03-31,7.85,14185,Germany
INV101633,Chips,4,2023-03-31,7.06,14373,United Kingdom
INV101633,Soda,2,2023-03-31,4.71,14467,France
INV101634,Pasta,4,2023-05-24,11.92,10469,United Kingdom
INV101634,Beef,2,2023-05-24,14.89,11412,United Kingdom
INV101634,Tomato Sauce,5,2023-05-24,14.35,12255,Germany
INV101635,Cheese,4,2023-09-12,12.1,17726,France
INV101635,Milk,2,2023-09-12,10.51,17291,Germany
INV101635,Vegetables,4,2023-09-12,12.07,13797,USA
INV101635,Rice,3,2023-09-12,10.04,10906,USA
INV101635,Chicken,3,2023-09-12,12.65,17388,United Kingdom
INV101635,Eggs,5,2023-09-12,3.31,10481,USA
INV101636,Bread,3,2023-10-21,0.98,11859,United Kingdom
INV101636,Butter,2,2023-10-21,6.47,14253,United Kingdom
INV101636,Jam,2,2023-10-21,4.49,18645,France
INV101637,Soda,4,2023-10-15,0.99,16880,Germany
INV101637,Vegetables,4,2023-10-15,13.96,15418,USA
INV101637,Fish,3,2023-10-15,13.21,12033,France
INV101637,Rice,2,2023-10-15,9.11,15822,France
INV101637,Water,3,2023-10-15,9.39,16343,India
INV101637,Chips,5,2023-10-15,5.27,12264,United Kingdom
INV101638,Toothpaste,3,2023-12-23,12.75,12136,India
INV101638,Shampoo,3,2023-12-23,2.94,10127,United Kingdom
INV101638,Detergent,-1,2023-12-23,6.52,11095,India
INV101639,Vegetables,3,2023-04-15,10.61,15225,USA
INV101639,Fish,2,2023-04-15,3.9,11925,India
INV101639,Rice,2,2023-04-15,8.49,12659,India
INV101640,Water,1,2023-05-23,10.46,10756,United Kingdom
INV101640,Chips,1,2023-05-23,6.95,17620,USA
INV101640,Soda,1,2023-05-23,2.32,14650,France
INV101641,Soda,2,2023-08-18,1.09,14433,USA
INV101641,Chips,3,2023-08-18,8.61,11472,France
INV101641,Chocolate,2,2023-08-18,9.57,14017,France
INV101642,Cream,2,2023-06-29,7.51,18763,India
INV101642,Cheese,3,2023-06-29,12.96,18059,USA
INV101642,Eggs,5,2023-06-29,2.31,13409,United Kingdom
INV101642,Milk,2,2023-06-29,6.51,15336,India
INV101642,Yogurt,3,2023-06-29,9.74,17739,United Kingdom
INV101643,Pasta,5,2023-02-12,13.05,17679,United Kingdom
INV101643,Beef,5,2023-02-12,11.96,14548,United Kingdom
INV101643,Tomato Sauce,1,2023-02-12,7.57,19451,United Kingdom
INV101643,Cheese,1,2023-02-12,14.84,11953,United Kingdom
INV101644,Soda,1,2023-06-03,14.53,19544,USA
INV101644,Chips,2,2023-06-03,1.38,19446,India
INV101644,Chocolate,3,2023-06-03,12.1,12825,France
INV101645,Cheese,5,2023-09-08,13.8,15512,Germany
INV101645,Pasta,2,2023-09-08,7.71,17911,France
INV101645,Olive Oil,5,2023-09-08,10.28,18119,India
INV101646,Eggs,1,2023-01-03,9.67,15580,Germany
INV101646,Bread,2,2023-01-03,5.35,11553,Germany
INV101646,Butter,1,2023-01-03,11.39,19091,United Kingdom
INV101647,Cheese,5,2023-10-09,14.59,10989,USA
INV101647,Pasta,4,2023-10-09,10.15,16749,United Kingdom
INV101647,Tomato Sauce,2,2023-10-09,8.35,15907,Germany
INV101648,Cheese,3,2023-10-09,7.16,16715,France
INV101648,Pasta,4,2023-10-09,11.49,18677,Germany
INV101648,Olive Oil,1,2023-10-09,11.64,10019,United Kingdom
INV101649,Coffee,5,2023-04-07,12.72,10346,India
INV101649,Biscuits,1,2023-04-07,12.26,17985,USA
INV101649,Chocolate,1,2023-04-07,8.15,18390,India
INV101650,Cheese,5,2023-12-27,3.76,10599,India
INV101650,Eggs,1,2023-12-27,8.77,18435,Germany
INV101650,Milk,3,2023-12-27,7.82,19729,Germany
INV101651,Juice,3,2023-12-11,8.34,16707,Germany
INV101651,Yogurt,5,2023-12-11,6.44,10971,India
INV101651,Fruits,3,2023-12-11,10.26,14407,France
INV101652,Pasta,4,2023-07-22,5.73,14524,United Kingdom
INV101652,Beef,5,2023-07-22,7.89,18227,United Kingdom
INV101652,Tomato Sauce,4,2023-07-22,14.97,14447,India
INV101653,Biscuits,1,2023-09-02,3.31,15469,Germany
INV101653,Ice Cream,2,2023-09-02,1.38,17167,Germany
INV101653,Chocolate,4,2023-09-02,9.37,13698,United Kingdom
INV101654,Tea,3,2023-04-21,5.51,16082,India
INV101654,Sugar,2,2023-04-21,4.0,10540,India
INV101654,Biscuits,3,2023-04-21,11.75,10642,India
INV101654,Milk,2,2023-04-21,5.36,17089,USA
INV101655,Tea,4,2023-06-25,11.3,16030,United Kingdom
INV101655,Sugar,2,2023-06-25,5.47,19141,Germany
INV101655,Biscuits,4,2023-06-25,11.52,19416,USA
INV101655,Milk,1,2023-06-25,1.4,15868,Germany
INV101656,Water,2,2023-07-24,3.31,18070,India
INV101656,Chips,2,2023-07-24,3.65,14224,Germany
INV101656,Soda,2,2023-07-24,8.23,15815,India
INV101657,Cheese,4,2023-03-23,2.53,13589,India
INV101657,Eggs,2,2023-03-23,3.2,19498,Germany
INV101657,Milk,1,2023-03-23,1.01,13758,India
INV101658,Juice,2,2023-12-24,10.0,14112,United Kingdom
INV101658,Yogurt,2,2023-12-24,11.27,10182,France
INV101658,Fruits,2,2023-12-24,3.27,13221,United Kingdom
INV101658,Fruits,5,2023-12-24,13.36,18431,Germany
INV101659,Vegetables,1,2023-10-01,2.35,17976,USA
INV101659,Fish,1,2023-10-01,4.41,13590,India
INV101659,Rice,1,2023-10-01,9.09,16089,United Kingdom
INV101660,Beer,1,2023-09-02,13.46,16326,France
INV101660,Chips,3,2023-09-02,12.74,15841,France
INV101661,Water,4,2023-06-04,10.15,18837,Germany
INV101661,Chips,4,2023-06-04,9.5,12577,India
INV101661,Soda,3,2023-06-04,0.94,13379,Germany
INV101661,Biscuits,4,2023-06-04,3.37,19871,India
INV101662,Tissue,2,2023-09-25,8.13,19111,Germany
INV101662,Bin Bags,5,2023-09-25,1.05,19883,India
INV101662,Detergent,5,2023-09-25,13.7,17679,USA
INV101663,Juice,2,2023-04-22,2.89,19729,USA
INV101663,Chocolate,3,2023-04-22,11.48,16891,France
INV101663,Fruits,3,2023-04-22,11.8,10489,Germany
INV101663,Coffee,3,2023-04-22,0.67,17141,India
INV101663,Biscuits,5,2023-04-22,6.37,10603,India
INV101663,Yogurt,4,2023-04-22,3.74,14876,India
INV101664,Shampoo,5,2023-08-02,10.34,17021,Germany
INV101664,Olive Oil,2,2023-08-02,8.61,15871,USA
INV101664,Vegetables,1,2023-08-02,13.41,10015,Germany
INV101664,Toothpaste,5,2023-08-02,5.36,15085,Germany
INV101664,Chicken,4,2023-08-02,6.03,12501,United Kingdom
INV101664,Detergent,3,2023-08-02,5.61,16560,Germany
INV101665,Shampoo,4,2023-12-13,3.8,19891,France
INV101665,Ice Cream,5,2023-12-13,5.38,19772,France
INV101665,Chocolate,1,2023-12-13,3.42,19222,France
INV101665,Soap,3,2023-12-13,11.92,14685,India
INV101665,Toothpaste,3,2023-12-13,6.81,16029,Germany
INV101665,Biscuits,1,2023-12-13,7.31,18413,India
INV101666,Bread,1,2023-04-22,10.1,17663,Germany
INV101666,Soda,4,2023-04-22,10.24,13628,Germany
INV101666,Chips,3,2023-04-22,11.17,17556,Germany
INV101666,Butter,2,2023-04-22,2.97,13350,France
INV101666,Water,5,2023-04-22,7.05,19245,Germany
INV101666,Eggs,5,2023-04-22,14.71,16980,India
INV101667,Coffee,3,2023-01-03,8.46,17058,India
INV101667,Sugar,1,2023-01-03,11.34,13405,Germany
INV101667,Milk,4,2023-01-03,4.99,17328,USA
INV101667,Bread,5,2023-01-03,9.61,13239,India
INV101668,Juice,3,2023-09-21,1.82,17057,United Kingdom
INV101668,Yogurt,5,2023-09-21,10.23,19821,Germany
INV101668,Fruits,4,2023-09-21,1.9,16796,France
INV101669,Coffee,5,2023-12-29,2.06,14678,France
INV101669,Biscuits,4,2023-12-29,12.31,14454,India
INV101669,Chocolate,4,2023-12-29,14.44,14917,France
INV101670,Cheese,5,2023-09-10,6.89,18996,United Kingdom
INV101670,Pasta,3,2023-09-10,2.4,19381,United Kingdom
INV101670,Olive Oil,3,2023-09-10,6.14,15648,United Kingdom
INV101671,Cheese,3,2023-10-11,11.23,17250,United Kingdom
INV101671,Pasta,5,2023-10-11,8.17,18843,USA
INV101671,Olive Oil,2,2023-10-11,14.66,14480,Germany
INV101672,Juice,5,2023-05-16,3.61,10664,India
INV101672,Chips,2,2023-05-16,11.33,10946,Germany
INV101672,Chocolate,2,2023-05-16,1.15,19349,USA
INV101672,Fruits,4,2023-05-16,4.57,19965,Germany
INV101672,Soda,3,2023-05-16,13.99,14885,Germany
INV101672,Yogurt,3,2023-05-16,4.14,16646,USA
INV101673,Cheese,3,2023-06-18,6.14,13852,USA
INV101673,Pasta,4,2023-06-18,1.42,18537,USA
INV101673,Tomato Sauce,1,2023-06-18,3.54,15084,India
INV101673,Coffee,5,2023-06-18,4.72,16998,United Kingdom
INV101674,Biscuits,4,2023-06-03,4.26,14525,India
INV101674,Ice Cream,4,2023-06-03,11.15,19549,United Kingdom
